Date/Time,BLOCK BALCONY_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_3_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK LIVING_1_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_1_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_2_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK STORAGE_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK LIVING_2_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK BATHROOM_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly) 
 03/16  21:00:00,9.768616255511383,12.255679343525005,11.555378797351539,12.42732987822681,11.788977085248393,11.498783972571858,11.325550236887264,11.140073899790952 
 03/16  22:00:00,9.026533848904167,12.02510110347665,11.45094788227772,12.06812382936063,11.646007155653248,11.406006074097455,11.212519156502076,11.082701159306414 
 03/16  23:00:00,8.381892154543689,11.75420823333878,11.329260877194486,11.73861540545961,11.479910490136068,11.278115313945165,11.073118918383332,10.985519796048973 
 03/16  24:00:00,7.8080219645612349,11.554113579374818,11.190660337883632,11.425233261651496,11.349941875248913,11.17197580027977,10.973825791787302,10.92365320423804 
 03/17  01:00:00,7.253934493265033,11.260520764049847,11.037389350675888,11.115199577395242,11.163401218152086,11.003094009674758,10.814898696153696,10.792473737248765 
 03/17  02:00:00,6.7446299441063,11.018031136228327,10.86647893598822,10.804529535522305,10.999780738284035,10.847901512297952,10.67715507053964,10.671983849577263 
 03/17  03:00:00,6.2788110853203389,10.758998867903362,10.684561883658816,10.503258914355339,10.8212946945551,10.67251927897603,10.523413311566064,10.540033209274839 
 03/17  04:00:00,5.841546831775551,10.495828140297,10.490279268393224,10.200287717057343,10.635930168187244,10.485810811206083,10.361211752372953,10.393371713021505 
 03/17  05:00:00,5.439240412418071,10.229224538636448,10.288361425724464,9.90685474891557,10.446568782575075,10.29157907465817,10.194094023803637,10.237246595585557 
 03/17  06:00:00,5.0551798910937599,9.962461356391764,10.083832394335492,9.614852943992215,10.253474057823495,10.091114807629613,10.022124294779399,10.074346544656482 
 03/17  07:00:00,4.802789575574505,9.725576352891793,9.880804027302185,9.392361025722968,10.082823032356187,9.904749319254482,9.868135194197059,9.914804822432986 
 03/17  08:00:00,5.011441616944191,9.620627360178343,9.699799276993732,9.42811469717729,10.26852009453011,9.775529422481564,9.786338841656008,9.780644328758243 
 03/17  09:00:00,6.103320496791716,9.87427410829833,9.60093267239133,9.968451982669082,11.579396823408477,9.761314289897208,9.834179922315104,9.731695657890468 
 03/17  10:00:00,9.061683680020267,10.834295651073122,9.614711046457897,11.355066335007134,12.813729375121989,9.791487915335488,9.92828867913019,9.706724773388464 
 03/17  11:00:00,13.461264148616701,12.459933843947454,9.774958027718679,13.344195256601179,13.46519346326119,9.845210632435562,10.03011688999522,9.71409869143905 
