Date/Time,BLOCK BALCONY_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_3_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK LIVING_1_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_1_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_2_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK STORAGE_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK LIVING_2_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK BATHROOM_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly) 
 01/02  08:00:00,2.689488790613105,6.69580713969415,6.093931620103365,5.7904315343457199,5.481797421916571,4.4671841661463749,4.395693348542672,3.944471932901243 
 01/02  09:00:00,2.5779054223127559,6.562047885154063,6.017960557893747,5.727326352935267,5.485810952768702,4.482833483196304,4.453009801249896,3.990598346947961 
 01/02  10:00:00,2.6927844697376317,6.502082980863882,5.964982623535715,5.799332855711641,5.538248467514081,4.535559409780604,4.55121854389972,4.0558555126652859 
 01/02  11:00:00,3.03574885583697,6.536669368579628,5.940559978948453,5.989385274172276,5.63601334911959,4.6217617641222799,4.677139582273514,4.123939982029492 
 01/02  12:00:00,3.4707839677875125,6.601489660004749,5.941272479440581,6.221734698702437,5.770385780460298,4.749883617407627,4.858930506046802,4.254233367927698 
 01/02  13:00:00,4.359499254893814,6.823036839840188,5.977838831880731,6.720458366793778,5.948034087639401,4.906684420310851,5.0540460377068279,4.3592418981401999 
 01/02  14:00:00,5.628993113490474,7.203809337046011,6.068300693217503,7.400813040065888,6.154098103733439,5.100626783381571,5.2866317085085339,4.504495589154274 
 01/02  15:00:00,7.245980042380475,7.712260445487743,6.214256857135888,8.285979344391402,6.334431385248135,5.290102479514195,5.499780210282809,4.658341131511525 
 01/02  16:00:00,7.364332912231415,7.8531833218815338,6.35363802707212,8.250446617124139,6.437236117177953,5.447584613950515,5.653087693968587,4.832423005507821 
 01/02  17:00:00,6.4219969797869089,7.650114776479525,6.442560696623499,7.807998658192108,6.430196589849928,5.525263321401928,5.692374039478785,4.931401665093404 
