Date/Time,BLOCK TESTBLOCK STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK TESTBLOCK STOREY 1:Zone Mean Air Temperature [C](Hourly) 
 01/18  03:00:00,8.470342293868564,2.7517741460641544 
 01/18  04:00:00,8.309094001929669,2.5043353159916497 
 01/18  05:00:00,8.183213158028469,2.276643868872352 
 01/18  06:00:00,8.067839234108897,2.0465655419693715 
 01/18  07:00:00,7.990385221944946,1.8525124069860549 
 01/18  08:00:00,7.938606671551828,1.6831768535497338 
 01/18  09:00:00,8.210935567576213,1.862641337057597 
 01/18  10:00:00,9.889534601500844,3.4269125111127538 
 01/18  11:00:00,11.17715927871492,4.903572467416261 
 01/18  12:00:00,11.814535322373136,5.623198565444267 
 01/18  13:00:00,12.597549933735847,6.501363363450824 
 01/18  14:00:00,12.928426121254799,6.954012460137703 
 01/18  15:00:00,13.524183643530968,7.686271437331694 
 01/18  16:00:00,13.7579534825331,7.975883887512869 
 01/18  17:00:00,12.994028025742495,7.384913383507529 
 01/18  18:00:00,11.720878835111606,6.180977917829335 
 01/18  19:00:00,11.141496228357724,5.673345197806253 
 01/18  20:00:00,10.841125152524981,5.404189679928571 
 01/18  21:00:00,10.550090334555059,5.13854770712782 
 01/18  22:00:00,10.30891268834385,4.912677279797886 
 01/18  23:00:00,10.11166673272484,4.712108556747129 
 01/18  24:00:00,9.945661859438689,4.517291963521196 
 01/19  01:00:00,9.731029422927814,4.253154718346427 
 01/19  02:00:00,9.498010340989968,3.9608504209094077 
 01/19  03:00:00,9.269441566093356,3.6656070276438545 
 01/19  04:00:00,9.045663312567985,3.37774960847565 
 01/19  05:00:00,8.838365542365441,3.0987410580172538 
 01/19  06:00:00,8.622971419616152,2.809400837047212 
 01/19  07:00:00,8.55757369915613,2.6180982353691637 
 01/19  08:00:00,8.562607345384965,2.4616614217829797 
 01/19  09:00:00,8.626868602290659,2.3659852463890949 
 01/19  10:00:00,8.989332067615543,2.626616742973793 
 01/19  11:00:00,9.586809034719924,3.1349066961016289 
 01/19  12:00:00,10.184050918952558,3.713394464877091 
 01/19  13:00:00,10.443657457252721,3.9781278692140438 
 01/19  14:00:00,10.611777977324128,4.155483351646494 
 01/19  15:00:00,10.583742909554286,4.1636212121919879 
 01/19  16:00:00,10.345000712080049,3.9827431549302605 
 01/19  17:00:00,10.025357050433219,3.7176600476564856 
 01/19  18:00:00,9.6529603123983,3.4046049798234128 
 01/19  19:00:00,9.461835894487108,3.250867506198917 
 01/19  20:00:00,9.363633669424465,3.168435185064262 
 01/19  21:00:00,9.270025522292359,3.072694867190209 
 01/19  22:00:00,9.193101158335228,2.9861907009199335 
 01/19  23:00:00,9.116737666298877,2.8927123461121098 
 01/19  24:00:00,9.040406725403483,2.7864354392592096 
 01/20  01:00:00,8.994482237131212,2.7019991929847917 
 01/20  02:00:00,8.952542842697241,2.6219782159881386 
 01/20  03:00:00,8.924430180056634,2.5521963891550016 
 01/20  04:00:00,8.886406307796408,2.471810627499205 
 01/20  05:00:00,8.799766012443678,2.342578892401914 
 01/20  06:00:00,8.741102902012607,2.2308447904028307 
 01/20  07:00:00,8.716960115798808,2.1651965789705476 
 01/20  08:00:00,8.682083004208284,2.110189979470805 
 01/20  09:00:00,8.703512572790615,2.117448658495602 
 01/20  10:00:00,9.071503290713406,2.4693559301184075 
 01/20  11:00:00,9.915867889610942,3.3054332780193027 
 01/20  12:00:00,10.883887571553226,4.531724500955228 
 01/20  13:00:00,11.198811479956966,4.821455121313809 
 01/20  14:00:00,11.195002098595076,4.933316720528916 
 01/20  15:00:00,10.912926140473193,4.819543912750224 
 01/20  16:00:00,10.884300490624046,4.934409392240057 
 01/20  17:00:00,10.863854430262565,5.058641422431842 
 01/20  18:00:00,10.347025461849665,4.606739495640944 
 01/20  19:00:00,9.984759127500656,4.35634537670914 
 01/20  20:00:00,9.845747707935655,4.321122996430699 
